School_Name,School_Grade,Overall_ACH_Grade,Read_Ach_Grade,Math_Ach_Grade,Write_Ach_Grade,Sci_Ach_Grade,Overall_Weighted_Growth_Grade,Read_Growth_Grade,Math_Growth_Grade,Write_Growth_Grade,Enrol_TOT,PCT_AmInd,PCT_Asian,PCT_Black,PCT_hisp,PCT_White,PCT_PI,PCT_2ormore,PCT_FREE_MEAL,PCT_Single_Family,PCT_More_than_INCOME_60000,EDU_Population35to44years_Bachelorsdegreeorhigher,EDU_Population45to64years_Bachelorsdegreeorhigher,City,Zipcode,Address
'CHERAW MIDDLE SCHOOL',6,6,6,5,6,5,8,9,8,6,55,0.018182,0,0,0.254545,0.709091,0,0.018182,0.6364,0.821429,0.142857,0.3,0.185,CHERAW,81030,110 LAKEVIEW AVENUE
'ANTELOPE RIDGE ELEMENTARY SCHOOL',10,9,7,9,9,8,9,9,9,9,725,0.002759,0.066207,0.075862,0.16,0.617931,0.005517,0.071724,0.1478,0.181452,0.745463,0.445,0.421,AURORA,80015,5455 SOUTH TEMPE STREET
'ARROWHEAD ELEMENTARY SCHOOL',6,6,6,6,6,6,6,7,6,6,625,0.0096,0.0656,0.1232,0.1968,0.5584,0.0064,0.04,0.336,0.262398,0.653248,0.322,0.325,AURORA,80013,19100 EAST BATES AVENUE
'ASPEN CROSSING ELEMENTARY SCHOOL',9,9,8,9,9,7,7,7,6,7,546,0.003663,0.091575,0.115385,0.153846,0.576923,0,0.058608,0.1365,0.181452,0.745463,0.445,0.421,CENTENNIAL,80015,4655 S HIMALAYA STREET
'BELLEVIEW ELEMENTARY SCHOOL',13,12,9,12,12,10,12,11,12,13,581,0.005164,0.216867,0.041308,0.082616,0.614458,0,0.039587,0.117,0.158845,0.798367,0.687,0.727,GREENWOOD VILLAGE,80111,4851 SOUTH DAYTON STREET
'BUFFALO TRAIL ELEMENTARY SCHOOL',6,7,6,7,6,6,6,5,6,6,617,0.001621,0.066451,0.10859,0.110211,0.646677,0.001621,0.06483,0.1777,0.159041,0.816683,0.609,0.561,AURORA,80016,24300 EAST PROGRESS DRIVE
'CAMPUS MIDDLE SCHOOL',10,12,10,12,11,10,8,7,6,8,1419,0.004228,0.127555,0.030303,0.092319,0.713178,0.003524,0.028894,0.1276,0.158845,0.798367,0.687,0.727,GREENWOOD VILLAGE,80111,4785 SOUTH DAYTON STREET
'CANYON CREEK ELEMENTARY SCHOOL',11,9,8,9,9,7,11,10,11,9,661,0.009077,0.080182,0.096823,0.146747,0.627837,0,0.039334,0.1978,0.181452,0.745463,0.445,0.421,AURORA,80015,6070 SOUTH VERSAILLES PARKWAY
'CHALLENGE SCHOOL',11,13,13,13,13,13,9,9,8,9,534,0.001873,0.213483,0.071161,0.123596,0.520599,0.003745,0.065543,0.0356,0.320959,0.403297,0.415,0.448,DENVER,80231,9659 EAST MISSISSIPPI AVENUE
'CHALLENGE SCHOOL',12,13,13,13,13,13,9,10,9,7,534,0.001873,0.213483,0.071161,0.123596,0.520599,0.003745,0.065543,0.0356,0.320959,0.403297,0.415,0.448,DENVER,80231,9659 EAST MISSISSIPPI AVENUE
'CHEROKEE TRAIL HIGH SCHOOL',9,8,9,8,7,6,7,9,7,6,2451,0.005304,0.093431,0.119543,0.146879,0.600163,0.00204,0.03264,0.1554,0.159041,0.816683,0.609,0.561,AURORA,80016,25901 ARAPAHOE PARKWAY
'CHERRY CREEK CHARTER ACADEMY',10,12,12,12,12,9,9,7,9,6,487,0.002053,0.151951,0.080082,0.065708,0.659138,0,0.041068,0.0041,0.158845,0.798367,0.687,0.727,GREENWOOD VILLAGE,80111,6260 SOUTH DAYTON STREET
'CHERRY CREEK CHARTER ACADEMY',13,12,13,12,12,12,12,10,12,9,487,0.002053,0.151951,0.080082,0.065708,0.659138,0,0.041068,0.0041,0.158845,0.798367,0.687,0.727,GREENWOOD VILLAGE,80111,6260 SOUTH DAYTON STREET
'CHERRY CREEK HIGH SCHOOL',11,12,10,12,12,12,9,6,9,8,3453,0.002896,0.09499,0.031856,0.100203,0.747176,0.001158,0.02172,0.0875,0.158845,0.798367,0.687,0.727,GREENWOOD VILLAGE,80111,9300 EAST UNION AVENUE
'CHERRY HILLS VILLAGE ELEMENTARY SCHOOL',12,12,12,12,12,12,13,13,10,13,614,0.001629,0.040717,0.004886,0.058632,0.871336,0,0.022801,0.057,0.488993,0.389984,0.211,0.17,CHERRY HILLS VILLAGE,80110,2400 EAST QUINCY AVENUE
'CIMARRON ELEMENTARY SCHOOL',6,6,6,6,6,5,6,6,6,5,540,0.009259,0.033333,0.190741,0.22963,0.444444,0.014815,0.077778,0.5247,0.262398,0.653248,0.322,0.325,AURORA,80013,17373 EAST LEHIGH PL
'COTTONWOOD CREEK ELEMENTARY SCHOOL',13,12,12,13,12,12,13,13,12,13,640,0.00625,0.14375,0.004688,0.054688,0.759375,0,0.03125,0.0516,0.158845,0.798367,0.687,0.727,ENGLEWOOD,80111,11200 EAST ORCHARD AVENUE
'COYOTE HILLS ELEMENTARY SCHOOL',9,12,12,12,12,12,6,6,7,7,856,0.001168,0.075935,0.040888,0.077103,0.758178,0,0.046729,0.0257,0.159041,0.816683,0.609,0.561,AURORA,80016,24605 E DAVIES WAY
'CREEKSIDE ELEMENTARY SCHOOL',10,9,9,10,9,9,10,12,9,9,739,0.008119,0.075778,0.05954,0.121786,0.692828,0,0.041949,0.0877,0.159041,0.816683,0.609,0.561,CENTENNIAL,80016,19993 EAST LONG AVENUE
'DAKOTA VALLEY ELEMENTARY SCHOOL',7,7,6,7,7,7,6,6,6,6,869,0.005754,0.10702,0.110472,0.155351,0.591484,0.002301,0.027618,0.1822,0.262398,0.653248,0.322,0.325,AURORA,80013,3950 SOUTH KIRK WAY
'DRY CREEK ELEMENTARY SCHOOL',12,12,12,12,12,11,13,12,11,12,423,0.002364,0.08747,0.040189,0.108747,0.687943,0,0.073286,0.1348,0.235891,0.739038,0.609,0.656,ENGLEWOOD,80112,7686 EAST HINSDALE AVENUE
'EAGLECREST HIGH SCHOOL',6,6,6,7,6,6,7,6,7,6,2323,0.003444,0.068876,0.154542,0.172622,0.562204,0.003444,0.034869,0.2729,0.181452,0.745463,0.445,0.421,CENTENNIAL,80015,5100 SOUTH PICADILLY STREET
'EASTRIDGE COMMUNITY ELEMENTARY SCHOOL',6,5,5,5,3,5,6,6,8,3,875,0.008,0.049143,0.289143,0.316571,0.278857,0.002286,0.056,0.6862,0.333028,0.496394,0.372,0.407,AURORA,80014,11777 EAST WESLEY AVENUE
'FALCON CREEK MIDDLE SCHOOL',9,9,9,8,9,8,8,9,6,10,1032,0.00969,0.082364,0.096899,0.170543,0.590116,0.002907,0.047481,0.2238,0.159041,0.816683,0.609,0.561,AURORA,80016,6100 SOUTH GENOA STREET
'FOX HOLLOW ELEMENTARY SCHOOL',9,10,9,10,10,9,9,9,9,9,867,0.005767,0.146482,0.053057,0.113033,0.634371,0,0.04729,0.1047,0.201646,0.755645,0.533,0.423,AURORA,80116,6363 SOUTH WACO STREET
'FOX RIDGE MIDDLE SCHOOL',6,9,8,9,9,7,5,6,6,4,914,0.006565,0.067834,0.083151,0.122538,0.661926,0.004376,0.053611,0.1039,0.159041,0.816683,0.609,0.561,AURORA,80016,26301 EAST ARAPAHOE ROAD
'GRANDVIEW HIGH SCHOOL',9,9,9,9,10,9,9,8,9,7,2610,0.008812,0.09272,0.08659,0.135249,0.619923,0.005747,0.050958,0.169,0.159041,0.816683,0.609,0.561,AURORA,80016,20500 EAST ARAPAHOE ROAD
'GREENWOOD ELEMENTARY SCHOOL',12,12,12,12,12,12,10,9,9,9,421,0,0.078385,0.023753,0.047506,0.809976,0,0.04038,0.0356,0.158845,0.798367,0.687,0.727,GREENWOOD VILLAGE,80111,5550 SOUTH HOLLY STREET
'HERITAGE ELEMENTARY SCHOOL',9,10,9,10,10,9,9,10,6,8,364,0.010989,0.167582,0.035714,0.107143,0.648352,0,0.03022,0.0983,0.158845,0.798367,0.687,0.727,PUEBLO,81004,625 BROWN AVENUE
'HIGH PLAINS ELEMENTARY SCHOOL',9,9,9,9,9,9,10,9,9,10,518,0,0.104247,0.015444,0.189189,0.656371,0.003861,0.030888,0.1969,0.158845,0.798367,0.687,0.727,COLORADO SPRINGS,80920,2248 VINTAGE DRIVE
'HIGHLINE COMMUNITY ELEMENTARY SCHOOL',5,5,5,5,6,3,6,4,5,6,619,0.009693,0.030695,0.197092,0.504039,0.20517,0,0.053312,0.8013,0.435153,0.354999,0.215,0.24,AURORA,80012,11000 EAST EXPOSITION
'HOLLY HILLS ELEMENTARY SCHOOL',6,6,5,6,6,6,7,6,6,6,597,0.0067,0.055276,0.130653,0.577889,0.20603,0.00335,0.020101,0.7839,0.282386,0.491655,0.502,0.396,DENVER,80222,6161 EAST CORNELL AVENUE
'HOMESTEAD ELEMENTARY SCHOOL',12,12,12,12,12,12,9,9,10,6,537,0.003724,0.094972,0.013035,0.115456,0.731844,0.001862,0.039106,0.0466,0.235891,0.739038,0.609,0.656,CENTENNIAL,80112,7451 SOUTH HOMESTEAD PARKWAY
'HORIZON MIDDLE SCHOOL',6,6,6,5,6,6,7,7,6,7,969,0.01032,0.044376,0.194014,0.249742,0.44066,0.004128,0.05676,0.4561,0.262398,0.653248,0.322,0.325,COLORADO SPRINGS,80915,1750 PIROS DRIVE
'INDEPENDENCE ELEMENTARY SCHOOL',5,6,5,6,5,6,6,5,6,6,472,0.006356,0.029661,0.194915,0.264831,0.45339,0,0.050847,0.5275,0.181452,0.745463,0.445,0.421,AURORA,80015,4700 SOUTH MEMPHIS STREET
'INDIAN RIDGE ELEMENTARY SCHOOL',10,9,9,10,9,10,9,10,6,9,587,0.006814,0.100511,0.091993,0.102215,0.633731,0.001704,0.063032,0.0971,0.181452,0.745463,0.445,0.421,AURORA,80015,16501 EAST PROGRESS DRIVE
'LAREDO MIDDLE SCHOOL',6,6,6,7,6,7,6,6,6,6,1176,0.005102,0.068878,0.164116,0.17602,0.528912,0.004252,0.052721,0.3648,0.181452,0.745463,0.445,0.421,AURORA,80015,5000 SOUTH LAREDO STREET
'LIBERTY MIDDLE SCHOOL',7,9,8,8,9,9,6,6,4,6,1075,0.004651,0.104186,0.094884,0.170233,0.585116,0.002791,0.03814,0.1953,0.159041,0.816683,0.609,0.561,AURORA,80016,21500 EAST DRY CREEK ROAD
'MEADOW POINT ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,6,6,466,0.004292,0.017167,0.111588,0.304721,0.519313,0,0.042918,0.5259,0.181452,0.745463,0.445,0.421,AURORA,80015,17901 EAST GRAND AVENUE
'MISSION VIEJO ELEMENTARY SCHOOL',6,6,6,6,6,6,6,5,7,6,686,0.007289,0.037901,0.138484,0.217201,0.548105,0.004373,0.046647,0.4042,0.262398,0.653248,0.322,0.325,AURORA,80013,3855 SOUTH ALICIA PARKWAY
'OVERLAND HIGH SCHOOL',5,5,5,6,5,5,6,7,2,6,2248,0.005338,0.058719,0.322064,0.306495,0.261121,0.002224,0.044039,0.5107,0.435153,0.354999,0.215,0.24,AURORA,80012,12400 EAST JEWELL AVENUE
'PEAKVIEW ELEMENTARY SCHOOL',12,9,9,9,9,9,12,12,12,10,614,0.003257,0.039088,0.078176,0.127036,0.68241,0,0.070033,0.2025,0.181452,0.745463,0.445,0.421,CENTENNIAL,80015,19451 EAST PROGRESS CIRCLE
'PINE RIDGE ELEMENTARY SCHOOL',12,10,9,10,9,9,12,11,12,9,676,0.002959,0.08432,0.039941,0.10503,0.720414,0,0.047337,0.0598,0.159041,0.816683,0.609,0.561,AURORA,80016,6525 S. WHEATLANDS PARKWAY
'POLTON COMMUNITY ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,9,6,502,0.003984,0.055777,0.163347,0.167331,0.521912,0.003984,0.083665,0.4239,0.333028,0.496394,0.372,0.407,AURORA,80014,2985 SOUTH OAKLAND STREET
'PONDEROSA ELEMENTARY SCHOOL',6,6,6,6,6,6,8,6,7,7,714,0.005602,0.04902,0.308123,0.366947,0.218487,0.005602,0.046218,0.6597,0.435153,0.354999,0.215,0.24,AURORA,80012,1885 SOUTH LIMA STREET
'PRAIRIE MIDDLE SCHOOL',6,6,5,6,5,6,9,6,9,6,1715,0.00758,0.05656,0.321283,0.344023,0.221574,0.004082,0.044898,0.7073,0.435153,0.354999,0.215,0.24,AURORA,80012,12600 EAST JEWELL AVENUE
'RED HAWK RIDGE ELEMENTARY SCHOOL',8,6,6,6,7,6,8,7,7,8,812,0.011084,0.123153,0.075123,0.21798,0.511084,0.002463,0.059113,0.3572,0.235891,0.739038,0.609,0.656,CENTENNIAL,80112,16251 E GEDDES AVENUE
'ROLLING HILLS ELEMENTARY SCHOOL',10,12,12,12,11,9,9,8,9,8,667,0,0.122939,0.064468,0.103448,0.691154,0,0.017991,0.066,0.181452,0.745463,0.445,0.421,AURORA,80015,5756 SOUTH BISCAY CIRCLE
'SAGEBRUSH ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,5,6,570,0.005263,0.047368,0.161404,0.240351,0.461404,0.003509,0.080702,0.4175,0.181452,0.745463,0.445,0.421,AURORA,80015,14700 EAST TEMPLE PLACE
'SKY VISTA MIDDLE SCHOOL',9,8,7,9,7,9,7,7,7,6,840,0.004762,0.07619,0.133333,0.165476,0.57381,0.003571,0.042857,0.231,0.181452,0.745463,0.445,0.421,AURORA,80015,4500 S HIMALAYA STREET
'SMOKY HILL HIGH SCHOOL',6,7,6,7,7,6,6,6,6,6,2192,0.007755,0.07573,0.179288,0.148723,0.543796,0.003193,0.041515,0.2733,0.181452,0.745463,0.445,0.421,AURORA,80015,16100 EAST SMOKY HILL ROAD
'SUMMIT ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,5,6,511,0.005871,0.035225,0.148728,0.219178,0.516634,0.001957,0.072407,0.4336,0.181452,0.745463,0.445,0.421,DIVIDE,80814,490 MEADOW PARK DR
'SUNRISE ELEMENTARY SCHOOL',6,6,6,6,6,6,7,6,7,6,717,0.008368,0.029289,0.195258,0.200837,0.470014,0.001395,0.09484,0.4434,0.262398,0.653248,0.322,0.325,COLORADO SPRINGS,80911,7070 GRAND VALLEY DRIVE
'THUNDER RIDGE MIDDLE SCHOOL',6,8,7,9,7,8,6,7,6,6,1234,0.003241,0.059157,0.111021,0.162075,0.601297,0,0.063209,0.1937,0.181452,0.745463,0.445,0.421,AURORA,80015,5250 SOUTH PICADILLY STREET
'TIMBERLINE ELEMENTARY SCHOOL',7,7,7,7,8,6,7,5,8,8,666,0,0.061562,0.06006,0.154655,0.663664,0.001502,0.058559,0.1936,0.181452,0.745463,0.445,0.421,CENTENNIAL,80015,5500 SOUTH KILLARNEY STREET
'TRAILS WEST ELEMENTARY SCHOOL',6,8,7,8,8,7,5,6,5,5,662,0.006042,0.05136,0.084592,0.10574,0.696375,0.006042,0.049849,0.253,0.181452,0.745463,0.445,0.421,CENTENNIAL,80015,5400 SOUTH WACO STREET
'VILLAGE EAST COMMUNITY ELEMENTARY SCHOOL',5,5,5,5,6,5,6,5,5,5,810,0.006173,0.069136,0.324691,0.311111,0.219753,0.006173,0.062963,0.6309,0.435153,0.354999,0.215,0.24,AURORA,80012,1433 SOUTH OAKLAND STREET
'WALNUT HILLS COMMUNITY ELEMENTARY SCHOOL',9,9,9,9,7,10,9,10,7,7,415,0.009639,0.060241,0.021687,0.118072,0.73012,0.00241,0.057831,0.1511,0.235891,0.739038,0.609,0.656,CENTENNIAL,80112,8195 EAST COSTILLA BOULEVARD
'WEST MIDDLE SCHOOL',9,11,10,12,10,10,6,6,6,6,1112,0.000899,0.085432,0.030576,0.142986,0.693345,0.003597,0.043165,0.1421,0.16217,0.749906,0.43,0.569,GRAND JUNCTION,81505,123 W ORCHARD AVE
'WILLOW CREEK ELEMENTARY SCHOOL',13,13,12,13,12,12,10,10,9,9,540,0.003704,0.137037,0.012963,0.07037,0.727778,0,0.048148,0.0333,0.235891,0.739038,0.609,0.656,CENTENNIAL,80112,7855 SOUTH WILLOW WAY
'CHEYENNE WELLS ELEMENTARY SCHOOL',6,6,6,6,6,6,6,4,6,7,110,0,0,0,0.263636,0.736364,0,0,0.5065,0.228814,0.508251,0.277,0.175,CHEYENNE WELLS,80810,395 NORTH 5TH WEST
'CHEYENNE WELLS HIGH SCHOOL',6,5,3,6,4,3,6,5,9,6,53,0,0,0,0.207547,0.792453,0,0,0.4717,0.228814,0.508251,0.277,0.175,CHEYENNE WELLS,80810,325 WEST 4TH NORTH
'CHEYENNE WELLS MIDDLE SCHOOL',6,6,5,7,6,3,6,5,8,4,43,0,0,0,0.139535,0.860465,0,0,0.3721,0.228814,0.508251,0.277,0.175,CHEYENNE WELLS,80810,395 NORTH 5TH WEST
'BROADMOOR ELEMENTARY SCHOOL',10,12,11,10,12,12,9,7,7,9,318,0.018868,0.012579,0.009434,0.116352,0.795597,0,0.04717,0.1289,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,440 W CHEYENNE MOUNTAIN BLVD
'CHEYENNE MOUNTAIN CHARTER ACADEMY',9,12,12,12,13,10,8,9,6,7,798,0.005013,0.033835,0.055138,0.23183,0.607769,0.001253,0.065163,0.2619,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1832 SOUTH WAHSATCH
'CHEYENNE MOUNTAIN ELEMENTARY SCHOOL',12,13,12,13,13,13,10,7,9,12,324,0,0.04321,0.009259,0.070988,0.833333,0,0.04321,0.0463,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,5250 FARTHING DRIVE
'CHEYENNE MOUNTAIN HIGH SCHOOL',12,12,12,12,12,10,9,8,9,6,1325,0.006792,0.046792,0.024906,0.126038,0.769811,0.005283,0.020377,0.0906,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1200 CRESTA ROAD
'CHEYENNE MOUNTAIN JUNIOR HIGH SCHOOL',9,11,10,10,11,11,7,6,6,9,624,0.00641,0.028846,0.022436,0.107372,0.810897,0.003205,0.020833,0.1122,0.522183,0.368632,0.29,0.295,COLORADO SPRINGS,80905,1200 WEST CHEYENNE ROAD
'GOLD CAMP ELEMENTARY SCHOOL',10,12,12,11,12,11,9,9,9,9,453,0.006623,0.02649,0.011038,0.09713,0.818985,0,0.039735,0.1192,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,1805 PRESERVE DRIVE
'PINON VALLEY ELEMENTARY SCHOOL',12,11,12,9,12,11,10,10,9,10,324,0.003086,0.046296,0.018519,0.098765,0.768519,0.003086,0.061728,0.1296,0.331695,0.623349,0.525,0.513,COLORADO SPRINGS,80906,6205 FARTHING DRIVE
'SKYWAY PARK ELEMENTARY SCHOOL',9,9,10,9,9,9,9,8,7,9,315,0.006349,0.009524,0.012698,0.161905,0.771429,0,0.038095,0.3841,0.522183,0.368632,0.29,0.295,COLORADO SPRINGS,80905,1100 MERCURY DRIVE
'CARLSON ELEMENTARY SCHOOL',5,6,6,6,6,6,5,6,4,3,261,0.02682,0.022989,0,0.16092,0.762452,0.003831,0.022989,0.4696,0.26087,0.615385,0.267,0.261,IDAHO SPRINGS,80452,1300 MINER STREET
'CLEAR CREEK HIGH SCHOOL',9,7,6,7,6,7,8,6,7,9,253,0.019763,0.003953,0.035573,0.134387,0.778656,0.003953,0.023715,0.2095,0.14707,0.801081,0.663,0.614,EVERGREEN,80439,185 BEAVER BROOK CANYON DR.
'CLEAR CREEK MIDDLE SCHOOL',6,7,7,7,7,7,6,5,6,5,119,0.016807,0.008403,0.008403,0.109244,0.831933,0,0.02521,0.2605,0.14707,0.801081,0.663,0.614,EVERGREEN,80439,185 BEAVER BROOK CANYON ROAD
'GEORGETOWN COMMUNITY SCHOOL',6,9,9,9,9,12,6,6,6,4,124,0,0,0.008065,0.112903,0.846774,0,0.032258,0.1132,0.374046,0.69403,0.313,0.321,GEORGETOWN,80444,504 14TH STREET
'KING-MURPHY ELEMENTARY SCHOOL',9,11,11,9,12,11,6,5,5,8,236,0.016949,0.008475,0,0.033898,0.898305,0.004237,0.038136,0.0766,0.14707,0.801081,0.663,0.614,EVERGREEN,80439,425 CIRCLE K ROAD
'ACADEMY FOR ADVANCED AND CREATIVE LEARNING',6,9,10,8,9,9,4,6,3,4,244,0.008197,0.036885,0.012295,0.131148,0.786885,0,0.02459,0.2254,0.357895,0.425047,0.354,0.345,COLORADO SPRINGS,80907,2510 NORTH CHESTNUT STREET
ACHIEVEK12,1,5,5,1,5,6,1,1,1,1,193,0.010363,0.010363,0.07772,0.243523,0.601036,0,0.056995,0.1399,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1702 NORTH MURRAY BLVD
'AUDUBON ELEMENTARY SCHOOL',6,6,6,6,6,6,6,5,6,5,340,0.014706,0.005882,0.055882,0.297059,0.523529,0.005882,0.097059,0.6461,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,2400 EAST VAN BUREN STREET
'BATES ELEMENTARY SCHOOL',1,6,6,6,6,6,1,3,3,1,239,0.008368,0.008368,0.079498,0.297071,0.548117,0,0.058577,0.5829,0.357895,0.425047,0.354,0.345,COLORADO SPRINGS,80907,702 CRAGMOR ROAD
'BRISTOL ELEMENTARY SCHOOL',7,6,6,6,6,6,7,7,7,6,225,0.008889,0.004444,0.035556,0.351111,0.528889,0.004444,0.066667,0.76,0.522183,0.368632,0.29,0.295,COLORADO SPRINGS,80905,890 NORTH WALNUT STREET
'BUENA VISTA ELEMENTARY SCHOOL',6,7,9,6,7,9,5,6,4,3,221,0,0.022624,0.004525,0.126697,0.764706,0.00905,0.072398,0.2571,0.522183,0.368632,0.29,0.295,COLORADO SPRINGS,80905,924 W PIKES PEAK AVE
'CARVER ELEMENTARY SCHOOL',6,6,6,6,6,5,7,7,8,4,363,0.00551,0.011019,0.07438,0.413223,0.393939,0.008264,0.093664,0.7713,0.358272,0.522805,0.323,0.36,COLORADO SPRINGS,80917,4740 ARTISTIC CIRCLE
'CHIPETA ELEMENTARY SCHOOL',12,12,10,12,12,11,9,10,7,9,461,0.004338,0.058568,0.019523,0.095445,0.754881,0,0.067245,0.1505,0.18777,0.788041,0.573,0.649,GRAND JUNCTION,81501,950 CHIPETA AVENUE
'CIVA CHARTER ACADEMY',6,6,6,5,6,5,6,9,6,6,155,0,0.012903,0.051613,0.154839,0.703226,0.006452,0.070968,0.4194,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,4635 NORTHPARK DRIVE
'COLUMBIA ELEMENTARY SCHOOL',9,6,7,7,7,5,9,6,12,8,315,0.006349,0.003175,0.069841,0.295238,0.520635,0.003175,0.101587,0.7483,0.386981,0.380233,0.346,0.263,COLORADO SPRINGS,80903,835 EAST ST VRAIN STREET
'CORONADO HIGH SCHOOL',6,8,7,9,7,7,4,6,3,5,1416,0.008475,0.017655,0.040254,0.210452,0.642655,0.003531,0.076977,0.3644,0.281338,0.531963,0.373,0.374,COLORADO SPRINGS,80904,1590 WEST FILLMORE STREET
'DOHERTY HIGH SCHOOL',7,7,7,8,7,7,6,6,7,6,2172,0.006906,0.022099,0.055249,0.217772,0.608195,0.003683,0.086096,0.3223,0.358272,0.522805,0.323,0.36,COLORADO SPRINGS,80917,4515 BARNES ROAD
'EDISON ELEMENTARY SCHOOL',11,6,6,6,6,5,13,12,13,12,527,0.005693,0.011385,0.017078,0.383302,0.533207,0.005693,0.043643,0.4075,0.3257,0.631878,0.64,0.371,YODER,80864,14550 EDISON ROAD
'FREEDOM ELEMENTARY SCHOOL',9,8,8,9,7,7,9,9,9,8,607,0.004942,0.034596,0.057661,0.138386,0.69028,0.004942,0.069193,0.2107,0.145994,0.717422,0.436,0.404,COLORADO SPRINGS,80923,5280 BUTTERFIELD DRIVE
'FREMONT ELEMENTARY SCHOOL',6,6,6,6,6,6,8,7,8,8,445,0.002247,0.017978,0.060674,0.247191,0.570787,0.008989,0.092135,0.5371,0.24796,0.608073,0.38,0.426,ARVADA,80004,6420 URBAN
'GALILEO SCHOOL OF MATH AND SCIENCE',6,6,6,6,5,6,6,5,7,4,659,0.007587,0.009105,0.103187,0.344461,0.450683,0.00607,0.078907,0.7633,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,1600 NORTH UNION BLVD
'GLOBE CHARTER SCHOOL',6,6,6,7,5,6,7,9,9,5,192,0.015625,0.015625,0.119792,0.208333,0.567708,0,0.072917,0.6042,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,3302 ALPINE PLACE
'GRANT ELEMENTARY SCHOOL',6,6,6,6,6,6,5,6,4,6,506,0.011858,0.037549,0.079051,0.290514,0.462451,0.005929,0.112648,0.666,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,3215 WESTWOOD BOULEVARD
'HENRY ELEMENTARY SCHOOL',3,6,5,6,6,6,1,3,1,2,411,0.009732,0.03163,0.075426,0.304136,0.518248,0.002433,0.058394,0.6361,0.396251,0.474133,0.185,0.23,COLORADO SPRINGS,80915,1310 LEHMBERG BOULEVARD
'HOLMES MIDDLE SCHOOL',9,9,9,9,9,9,9,7,9,6,699,0.004292,0.018598,0.020029,0.217454,0.676681,0,0.062947,0.3834,0.281338,0.531963,0.373,0.374,COLORADO SPRINGS,80904,2455 MESA ROAD
'HOWBERT ELEMENTARY SCHOOL',11,9,9,9,10,12,9,6,9,9,310,0.003226,0.009677,0.012903,0.212903,0.709677,0.003226,0.048387,0.4342,0.281338,0.531963,0.373,0.374,COLORADO SPRINGS,80904,1023 NORTH 31ST STREET
'HUNT ELEMENTARY SCHOOL',5,3,2,3,3,3,6,5,6,6,428,0.018692,0.007009,0.205607,0.455607,0.245327,0,0.067757,0.9345,0.386981,0.380233,0.346,0.263,COLORADO SPRINGS,80903,917 EAST MORENO AVENUE
'JACK SWIGERT AEROSPACE ACADEMY',2,2,2,1,2,1,3,5,2,3,513,0.017544,0.007797,0.157895,0.518519,0.259259,0,0.038986,0.8538,0.393165,0.390238,0.187,0.23,COLORADO SPRINGS,80909,4220 EAST PIKES PEAK AVE
'JACKSON ELEMENTARY SCHOOL',6,6,6,7,6,9,6,4,9,3,306,0.013072,0.019608,0.078431,0.339869,0.506536,0,0.042484,0.7464,0.357895,0.425047,0.354,0.345,GREELEY,80631,2002   25TH STREET
'JENKINS MIDDLE SCHOOL',7,9,9,9,9,9,6,6,6,5,946,0.0074,0.033827,0.053911,0.168076,0.668076,0.005285,0.063425,0.2315,0.145994,0.717422,0.436,0.404,COLORADO SPRINGS,80923,6410 AUSTIN BLUFFS PARKWAY
'KELLER ELEMENTARY SCHOOL',9,6,6,6,6,6,9,10,9,7,530,0.007547,0.009434,0.022642,0.309434,0.569811,0.003774,0.077358,0.5666,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,3730 EAST MONTEBELLO DRIVE
'KING ELEMENTARY SCHOOL',6,6,6,6,6,6,6,6,6,6,430,0,0.013953,0.081395,0.225581,0.546512,0.006977,0.125581,0.5363,0.24796,0.608073,0.38,0.426,COLORADO SPRINGS,80918,6110 SAPPORO DRIVE
'LINCOLN ELEMENTARY SCHOOL',11,6,5,6,5,5,13,10,13,11,532,0.00188,0.005639,0.00188,0.332707,0.640977,0,0.016917,0.6372,0.25824,0.422535,0.179,0.2,LOVELAND,80538,3312 NORTH DOUGLAS AVENUE
'MADISON ELEMENTARY SCHOOL',7,8,7,8,9,6,6,6,6,7,388,0.005155,0.015464,0.082474,0.306701,0.474227,0.002577,0.113402,0.61,0.393165,0.390238,0.187,0.23,GREELEY,80634,500  24TH AVENUE
'MANN MIDDLE SCHOOL',6,6,6,6,5,6,6,6,6,5,520,0.015385,0.034615,0.059615,0.3,0.515385,0,0.075,0.65,0.357895,0.425047,0.354,0.345,COLORADO SPRINGS,80907,1001 EAST VAN BUREN STREET
